2024-09-14,2
2024-09-11,2
2024-09-08,2
2024-09-07,2
2024-09-06,2
2024-09-05,2
2024-09-03,2
2024-09-02,2
2024-09-01,2
2024-08-31,2
2024-08-30,2
2024-08-29,2
2024-08-28,0
2024-08-27,2
2024-08-26,0
2024-08-25,2
2024-08-24,2
2024-08-21,2
2024-08-20,2
2024-08-18,2
2024-08-17,2
2024-08-16,2
2024-08-15,2
2024-08-14,0
2024-08-13,2
2024-08-12,2
2024-08-11,2
2024-08-10,2
2024-08-09,2
2024-08-08,2
2024-08-07,2
2024-08-06,2
2024-08-05,2
2024-08-04,2
2024-08-03,2
2024-08-02,2
2024-07-31,2
2024-07-30,2
2024-07-29,2
2024-07-27,2
2024-07-26,2
2024-07-25,2
2024-07-24,2
2024-07-23,2
2024-07-22,2
2024-07-21,2
2024-07-20,2
2024-07-19,2
2024-07-17,2
2024-07-16,0
